CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
100995,366,Spain,Female,61,0,81669.53,1,0,1,29088.65,1
100996,502,Germany,Female,29,0,60727.42,1,1,1,59830.9,0
100997,727,Spain,Male,39,9,152216.77,4,0,0,56714.18,1
100998,691,Germany,Male,30,6,225101.33,1,1,1,151022.25,1
100999,376,Germany,Male,45,10,76770.6,4,0,1,118821.43,0
101000,636,Germany,Female,31,8,46673.57,4,1,1,155155.46,0
101001,517,Spain,Male,39,2,209644.42,4,0,0,23280.25,1
101002,617,Germany,Female,47,7,185445.83,1,0,0,102190.71,1
101003,804,Spain,Male,61,8,232709.26,1,1,1,71517.36,1
101004,750,Spain,Male,37,2,41379.93,3,0,0,171488.47,0
101005,825,France,Male,61,2,36062.83,2,0,1,144479.94,0
101006,479,France,Male,44,0,135357.35,3,1,1,175159.11,0
101007,712,Germany,Female,55,1,153608.41,1,1,1,18821.15,1
101008,641,Germany,Female,76,6,120043.36,2,1,0,146956.46,1
101009,720,Spain,Male,59,2,149741.66,4,1,1,112601.59,0
101010,378,Germany,Male,69,6,45094.94,2,1,1,166750.01,0
101011,498,Germany,Male,78,4,119903.44,4,0,0,106360.51,1
101012,645,Spain,Female,73,9,164523.14,1,1,0,112639.72,1
101013,360,Germany,Male,58,7,108176.61,2,0,1,19835.8,0
101014,861,Germany,Female,51,4,169861.83,4,0,1,137019.34,1
101015,462,Spain,Female,56,2,112797.82,3,0,0,61896.58,1
101016,536,Spain,Female,58,8,83399.9,3,0,0,13741.85,1
101017,576,France,Female,74,6,75901.26,4,0,0,22623.06,1
101018,659,Spain,Male,61,4,102725.51,3,1,1,191884.27,0
101019,447,France,Male,54,6,5772.41,3,1,1,75754.69,0
101020,404,Germany,Female,18,10,167131.28,2,1,0,174934.37,1
101021,755,Spain,Male,71,9,211276.41,3,1,0,192338.67,1
101022,418,Spain,Male,32,8,88656.77,2,1,1,189220.77,0
101023,661,Spain,Male,49,4,11508.28,1,1,0,177527.8,1
101024,638,Germany,Female,25,6,246693.9,3,0,1,180020.34,0
101025,897,France,Male,50,10,65924.56,1,1,1,64911.53,0
101026,497,Germany,Male,35,8,31655.28,3,1,1,38779.28,0
101027,816,Germany,Male,62,0,92438.13,4,1,0,131459.89,1
101028,593,Spain,Male,46,3,184639.26,4,1,1,102740.06,0
101029,840,France,Male,49,0,73479.15,1,1,0,28761.88,0
101030,856,Germany,Male,50,7,143675.8,1,0,0,138732.85,0
101031,714,Spain,Male,22,2,103890.0,1,0,0,116943.4,0
101032,831,Germany,Male,35,1,29441.0,4,0,0,173982.81,0
101033,550,Germany,Male,65,3,82571.75,1,1,1,125744.92,1
101034,503,Spain,Male,75,10,181217.63,4,1,1,119049.77,1
101035,799,Spain,Female,27,2,153000.97,1,1,1,93742.83,0
101036,850,France,Male,79,10,29944.59,2,0,0,97929.54,1
101037,422,Germany,Female,53,4,40830.6,2,0,1,191332.43,0
101038,645,Spain,Male,50,7,160183.34,3,1,1,36304.74,0
101039,366,Spain,Female,40,9,203353.85,2,1,1,94781.58,0
101040,566,France,Female,57,7,87368.62,1,0,1,134607.17,1
101041,410,France,Male,22,10,148827.69,2,0,0,92272.02,0
101042,391,Spain,Female,51,6,42660.9,2,0,0,63810.97,1
101043,374,France,Female,41,7,77844.08,1,1,1,64597.9,0
101044,388,Spain,Female,34,4,5067.55,2,0,0,54394.65,0
101045,480,Germany,Male,48,9,192068.99,1,1,0,75341.61,1
101046,847,France,Female,24,9,100252.45,2,1,0,175618.21,0
101047,578,Germany,Female,34,10,204031.39,1,1,1,105992.66,0
101048,457,Germany,Male,45,10,177093.25,4,0,1,55645.36,0
101049,521,Germany,Female,55,5,207186.07,4,0,0,83060.08,1
101050,784,Spain,Female,78,7,71414.67,3,0,0,30107.78,1
101051,827,Germany,Female,39,0,46277.18,2,0,0,181766.79,0
101052,451,Germany,Male,32,5,242976.42,3,1,0,87557.59,1
101053,873,Germany,Female,54,5,179331.95,1,1,1,196274.33,1
101054,624,Spain,Male,32,10,208510.57,4,1,0,76032.37,1
101055,393,Germany,Female,67,4,3283.34,1,1,1,168907.65,1
101056,366,Germany,Female,67,3,88615.41,3,0,0,58713.21,1
101057,679,France,Female,42,0,185704.17,1,1,1,24469.05,0
101058,846,Spain,Female,70,10,19495.71,1,0,0,16029.34,1
101059,361,Germany,Male,38,9,141834.98,1,1,1,125172.0,0
101060,667,France,Female,72,10,107268.19,1,0,1,69199.0,1
101061,565,Spain,Male,55,7,4404.13,4,1,0,94268.78,1
101062,688,Spain,Female,19,5,58993.89,1,1,0,165542.94,1
101063,430,Spain,Male,44,2,71198.0,1,0,1,57140.54,0
101064,834,Spain,Female,66,2,27964.99,4,1,1,68643.97,0
101065,723,Spain,Female,49,5,157884.23,1,0,0,170613.88,1
101066,549,Spain,Male,38,6,60599.47,1,1,0,103624.83,0
101067,886,Germany,Male,21,7,69404.87,3,0,0,167256.38,0
101068,815,Germany,Male,61,4,224559.65,4,0,0,81150.44,1
101069,438,Germany,Male,36,9,116780.77,2,0,1,85690.3,0
101070,617,Germany,Female,19,5,98032.04,1,0,1,41756.29,0
101071,838,France,Male,43,0,180967.76,3,1,1,184105.71,0
101072,887,Germany,Male,51,5,227403.45,4,0,0,180388.9,1
101073,396,Spain,Male,31,8,6259.08,1,0,0,197001.23,1
101074,637,Germany,Female,32,9,112059.71,2,0,0,86464.95,0
101075,365,Germany,Female,37,3,152695.34,1,0,1,165536.84,1
101076,750,Spain,Female,51,9,79640.77,3,1,0,88841.21,1
101077,435,Germany,Female,53,0,193101.93,4,0,1,96316.77,1
101078,599,Germany,Male,36,10,242869.27,3,1,0,167699.88,1
101079,740,Germany,Female,26,8,235856.84,4,1,1,43699.69,0
101080,684,France,Male,24,3,66495.63,2,0,1,51859.08,0
101081,868,Germany,Female,47,1,56584.57,1,0,1,69798.37,0
101082,486,Spain,Male,30,0,239372.63,3,0,0,159754.02,1
101083,847,Spain,Male,44,2,114657.12,2,0,0,80803.79,0
101084,826,Germany,Male,61,6,52074.43,2,1,0,78051.96,1
101085,572,Germany,Male,52,10,176749.24,1,1,0,199775.11,1
101086,721,Germany,Male,30,9,71105.08,3,0,1,82923.17,0
101087,751,Spain,Female,32,1,66811.74,1,0,1,57076.4,0
101088,792,Spain,Male,63,8,219812.26,1,1,0,128410.6,1
101089,839,France,Male,73,10,40619.79,4,1,0,162357.19,1
101090,622,France,Male,26,1,16098.24,4,0,0,23225.49,0
101091,875,France,Male,62,4,67296.61,1,0,0,127589.52,1
101092,508,Spain,Female,40,7,151736.35,4,0,1,16789.74,0
101093,501,France,Female,71,9,30771.96,3,0,0,110003.15,1
101094,537,Germany,Male,53,7,117898.67,4,0,1,58828.4,0
101095,447,Germany,Male,70,2,156834.28,2,0,1,68261.92,0
101096,480,Spain,Male,57,1,212184.25,1,1,1,98748.23,1
101097,520,France,Male,20,8,57467.4,1,1,0,186150.42,0
101098,532,Germany,Female,51,2,204336.58,3,1,0,145026.79,1
101099,713,Spain,Female,36,7,58726.57,1,1,0,188000.66,1
101100,388,France,Male,45,1,169191.64,4,0,0,135394.49,1
101101,876,Germany,Male,40,2,107668.39,2,0,1,11350.47,0
101102,846,France,Male,57,0,28670.31,1,1,0,60461.19,1
101103,865,Spain,Male,66,10,178565.87,4,0,1,182096.79,0
101104,698,France,Male,62,5,54440.65,2,0,0,132254.65,1
101105,746,Spain,Female,24,6,44155.86,1,0,1,196512.97,0
101106,510,France,Female,58,3,89580.73,1,1,1,39633.16,1
101107,365,Germany,Male,29,0,163322.56,1,1,1,66382.09,1
101108,842,Spain,Female,78,2,58499.12,2,1,0,78849.86,1
101109,775,Spain,Female,31,8,45915.38,1,1,1,72045.99,0
101110,457,Spain,Female,63,4,2488.41,1,1,1,57878.39,0
101111,799,France,Male,32,5,117910.77,4,1,0,94258.49,0
101112,660,France,Female,20,3,107161.39,4,1,1,132036.64,0
101113,519,Germany,Female,32,0,58466.94,4,0,0,69138.82,0
101114,895,Spain,Male,68,4,13413.04,4,1,0,25142.99,1
101115,763,Spain,Female,41,4,107313.97,1,0,1,144621.18,0
101116,600,France,Male,69,4,197051.28,2,0,1,97213.15,0
101117,490,France,Female,63,5,178820.53,1,1,0,115731.64,1
101118,623,Germany,Male,25,10,215198.72,3,0,1,96526.12,0
101119,765,Germany,Male,22,1,2395.67,2,0,0,179167.93,0
101120,388,France,Female,79,0,241604.83,3,1,0,116161.55,1
101121,378,Spain,Female,68,1,85353.06,1,0,1,185422.6,0
101122,826,Germany,Male,21,9,247599.45,2,1,0,107009.31,1
101123,667,France,Male,31,5,63154.87,2,0,1,65591.75,0
101124,594,France,Female,33,4,117884.1,4,0,1,77534.09,0
101125,621,Spain,Female,37,4,88481.92,1,0,0,109204.57,1
101126,789,France,Female,41,5,88940.18,3,0,1,110697.99,0
101127,588,France,Female,23,9,210570.52,2,1,1,140594.16,0
101128,726,Germany,Male,72,6,186604.73,2,1,1,52654.03,1
101129,615,France,Male,74,8,248037.86,4,1,1,135180.15,0
101130,708,France,Male,48,6,153378.67,2,0,1,157931.72,0
101131,689,Germany,Female,23,1,115814.15,4,0,1,138552.48,0
101132,738,Spain,Female,52,5,22518.47,2,0,0,101547.34,1
101133,352,Spain,Male,32,8,249140.35,2,0,1,198419.32,0
101134,778,Germany,Male,46,6,137882.66,1,1,0,86914.5,1
101135,491,Germany,Male,20,1,175119.37,2,0,0,30252.22,1
101136,725,Spain,Male,28,2,101685.6,4,1,1,166085.8,0
101137,673,Spain,Male,20,7,136928.93,4,0,1,50318.23,0
101138,495,Spain,Male,45,10,235644.43,4,0,0,145524.26,1
101139,642,Spain,Female,27,8,41604.86,3,1,0,44005.49,0
101140,781,Spain,Male,67,3,73093.15,2,1,1,13206.7,0
101141,748,Germany,Male,50,8,38014.93,1,1,0,40361.73,1
101142,693,France,Male,65,1,198053.98,1,1,0,81627.85,1
101143,489,Spain,Male,33,10,15511.32,3,0,1,30257.47,0
101144,536,Spain,Male,76,4,20407.91,2,1,0,47559.03,1
101145,410,France,Male,27,10,74623.53,4,1,0,155278.99,0
101146,729,France,Male,50,1,128547.05,3,0,1,156277.89,0
101147,789,France,Female,53,10,101568.7,3,0,1,165322.76,0
101148,668,France,Male,20,0,11204.08,4,0,1,169819.49,0
101149,651,France,Female,22,4,239372.89,3,0,1,89882.82,0
101150,693,France,Female,29,1,238217.38,3,1,0,174834.44,1
101151,360,Germany,Female,74,6,69839.08,4,1,0,109928.01,1
101152,411,France,Male,61,7,182881.4,2,0,0,99413.45,1
101153,575,France,Male,30,1,144643.85,1,1,0,146521.9,1
101154,502,Germany,Male,41,6,59369.17,1,1,0,50625.5,1
101155,659,France,Male,61,3,65542.89,4,0,1,160004.5,0
101156,592,Spain,Male,74,0,122788.29,4,1,0,91598.51,1
101157,842,Spain,Male,49,10,104809.24,2,1,0,34186.13,0
101158,715,France,Male,33,2,72807.33,3,0,1,32669.26,0
101159,679,Germany,Male,49,10,201877.9,2,1,0,41332.28,1
101160,456,Spain,Male,62,0,120365.73,3,1,0,179208.82,1
101161,575,Germany,Male,54,4,163712.02,3,0,1,198278.19,0
101162,567,Spain,Female,73,7,47318.38,2,1,1,77825.02,0
101163,855,France,Male,53,0,133376.92,4,0,0,65507.33,1
101164,608,Germany,Male,38,8,79494.01,4,0,1,51566.48,0
101165,866,Germany,Male,64,2,131603.4,2,0,0,166525.13,1
101166,403,Germany,Female,29,4,195206.46,3,0,0,49749.42,1
101167,396,Spain,Male,68,8,192228.3,3,0,1,185577.12,1
101168,870,Spain,Male,38,4,88555.17,3,0,0,136796.57,0
101169,448,Spain,Female,77,8,173569.28,3,1,1,180454.28,1
101170,369,France,Male,68,9,235322.49,2,0,1,115261.87,1
101171,839,Spain,Female,38,7,156417.33,1,1,0,141229.17,1
101172,768,France,Female,60,6,37102.53,4,0,0,127697.04,1
101173,411,Germany,Female,79,10,169927.16,4,0,1,167927.14,0
101174,494,Germany,Female,70,0,26226.1,1,0,1,168813.55,0
101175,565,France,Male,23,3,218027.6,3,1,1,122060.67,0
101176,352,Spain,Female,26,8,129165.12,1,1,1,130176.45,0
101177,509,France,Female,18,9,96285.18,1,0,0,185156.42,1
101178,469,Germany,Male,29,7,14251.65,1,1,1,186674.63,0
101179,438,Germany,Male,75,3,95195.93,4,0,0,136207.46,1
101180,678,France,Male,31,0,225801.67,4,0,1,11473.31,0
101181,706,Spain,Female,23,9,5245.75,1,1,1,29838.13,0
101182,616,Spain,Male,18,3,118662.04,1,0,0,173009.08,1
101183,672,France,Female,39,2,232789.52,1,0,0,26095.68,1
101184,890,France,Female,51,5,98710.25,3,1,1,50568.64,0
101185,544,Spain,Male,73,10,107043.92,3,0,0,53803.87,1
101186,681,Germany,Male,28,4,144640.01,3,0,0,124044.61,0
101187,519,France,Male,20,4,115734.33,4,1,0,119560.23,0
101188,870,Spain,Male,59,1,42150.42,2,1,0,64989.33,1
101189,812,Spain,Male,79,2,4638.88,1,0,1,49446.16,0
101190,389,Germany,Male,23,10,152452.91,1,0,0,155261.09,1
101191,886,Germany,Female,23,5,230201.65,2,1,1,187736.67,0
101192,610,Germany,Female,37,1,26591.03,1,1,1,20033.08,0
101193,744,Germany,Male,38,3,52738.18,3,0,1,35304.29,0
101194,575,Germany,Female,19,1,92557.37,3,1,1,132011.16,0
101195,473,France,Female,43,8,202185.56,2,1,0,162843.88,1
101196,387,Spain,Female,48,2,67315.08,3,1,1,160325.85,0
101197,677,France,Female,43,9,220513.6,2,0,1,146739.8,0
101198,600,France,Female,73,9,13739.47,3,0,0,178611.31,1
101199,525,France,Female,49,5,235239.16,1,0,0,51296.29,1
101200,803,France,Male,27,0,140186.77,4,0,0,30385.28,0
101201,386,France,Male,40,10,164694.42,3,0,1,126918.96,0
101202,665,Germany,Male,75,9,91922.38,2,1,0,166232.42,1
101203,463,Germany,Female,23,2,195498.57,4,1,1,120588.28,0
101204,389,Spain,Male,40,7,41641.56,1,1,1,192969.52,0
101205,650,France,Male,45,4,12227.96,4,0,1,161157.25,0
101206,573,Spain,Male,66,7,98879.24,2,0,0,143150.44,1
101207,667,Germany,Female,47,1,213423.93,1,1,1,21448.89,0
101208,698,Germany,Male,31,6,188731.71,1,1,1,30471.03,1
101209,464,Germany,Female,54,8,129288.99,3,1,0,159119.15,1
101210,672,France,Male,72,6,143034.44,4,1,1,47665.21,0
101211,389,France,Male,49,2,32473.21,3,0,0,15478.68,0
101212,389,Germany,Male,66,6,210170.38,1,0,0,183044.53,1
101213,638,Spain,Female,51,7,196739.92,3,1,0,179253.02,1
101214,611,Spain,Female,58,0,164117.6,3,0,0,51511.93,1
101215,565,Germany,Female,61,2,116547.76,2,0,0,158239.19,1
101216,496,Spain,Female,68,4,241114.82,3,0,0,19116.14,1
101217,685,Germany,Female,39,5,219757.99,1,0,1,64161.02,1
101218,517,Spain,Male,48,2,161107.62,3,1,0,128496.71,1
101219,441,Germany,Male,24,3,92950.25,1,1,1,155004.01,0
101220,702,Spain,Female,58,4,154505.57,1,0,1,11975.85,1
101221,712,France,Female,38,2,143860.23,2,1,1,71979.64,0
101222,694,Germany,Male,33,3,98560.5,1,0,1,50725.66,0
101223,519,Germany,Female,37,4,76668.49,1,1,0,199768.28,1
101224,705,Spain,Male,60,1,101752.7,2,1,1,137486.62,0
101225,540,Germany,Female,61,9,143477.85,1,1,0,87077.58,1
101226,771,Germany,Male,64,8,107033.71,2,1,1,24373.99,0
101227,356,Germany,Female,67,9,65893.62,4,1,0,123747.35,1
101228,482,France,Female,36,7,190240.83,4,1,0,131923.28,1
101229,380,France,Male,65,5,132866.87,4,1,1,165117.13,0
101230,884,Spain,Male,49,9,16918.79,1,0,0,64829.6,1
101231,775,France,Female,32,10,92079.13,3,1,0,196471.34,0
101232,743,Spain,Female,22,2,221228.36,2,0,0,93498.49,1
101233,712,France,Male,28,10,188809.13,4,1,0,66229.31,1
101234,786,Spain,Female,32,1,80811.7,2,1,1,76205.37,0
101235,431,France,Male,46,6,234545.79,4,1,1,108721.35,0
101236,705,France,Male,67,7,19150.73,4,0,1,187973.3,0
101237,607,Spain,Female,62,9,240308.68,1,0,1,149680.17,1
101238,873,Germany,Male,21,0,61426.27,2,0,0,119650.83,0
101239,644,Germany,Male,66,5,2273.55,1,0,1,40933.97,0
101240,573,France,Female,53,6,108452.01,2,0,1,38377.13,0
101241,874,Spain,Male,65,8,89742.61,2,1,0,105417.41,1
101242,395,Germany,Male,40,2,134772.25,3,0,0,148454.65,0
101243,462,Spain,Male,32,1,199193.22,4,0,1,152692.31,0
101244,582,Germany,Male,63,4,210607.7,1,0,1,52923.73,1
101245,366,Spain,Female,61,9,100307.5,3,1,1,29018.91,0
101246,709,France,Male,20,0,107461.44,2,1,0,83047.59,0
101247,572,Spain,Female,49,5,37044.43,4,1,1,184452.78,0
101248,797,Germany,Male,27,8,11886.9,1,0,0,113619.78,1
101249,714,France,Female,57,9,160303.75,3,1,0,70818.96,1
101250,675,Spain,Male,55,8,16109.41,2,0,1,71491.16,0
101251,816,Germany,Female,39,6,183457.53,3,1,0,35096.54,1
101252,763,France,Male,31,10,134772.54,2,1,0,99912.51,0
101253,804,Spain,Male,34,6,49645.74,2,1,1,160358.91,0
101254,582,Germany,Male,38,7,134880.74,4,1,0,194026.15,0
101255,573,Spain,Male,68,9,45749.43,1,1,0,105303.05,1
101256,761,Spain,Female,65,1,109684.3,4,0,0,41770.83,1
101257,684,France,Female,32,5,199890.08,1,0,1,139760.58,0
101258,571,France,Male,75,4,115479.82,1,1,0,153790.36,1
101259,386,Germany,Female,32,4,37174.83,2,0,0,23622.95,0
101260,627,France,Male,18,2,180957.17,3,1,0,171526.43,1
101261,545,Germany,Male,41,2,46692.1,1,1,1,167571.25,0
101262,833,Spain,Female,72,5,184637.47,1,1,1,99782.8,1
101263,591,Spain,Female,72,9,119838.07,1,1,1,116480.28,1
101264,673,Germany,Female,29,9,113435.44,1,1,1,145547.53,0
101265,541,Spain,Male,27,6,212858.76,2,1,1,138582.14,0
101266,366,France,Male,63,0,177150.88,4,1,1,13141.84,1
101267,873,Spain,Female,59,2,8227.7,3,0,1,33262.71,0
101268,750,France,Male,59,0,74043.58,2,0,0,40892.21,1
101269,371,Germany,Female,69,9,217730.17,2,1,0,153578.42,1
101270,823,Germany,Female,78,2,4581.54,2,0,1,93615.88,0
101271,469,Spain,Female,48,4,136313.36,1,1,1,113645.5,0
101272,559,Spain,Female,28,8,181956.42,3,0,1,156810.61,0
101273,655,France,Female,71,2,155464.02,2,0,0,74786.63,1
101274,619,France,Female,33,9,190133.05,2,1,0,152289.14,1
101275,634,Spain,Male,78,9,181422.96,2,1,0,94036.86,1
101276,576,Spain,Male,26,8,173007.67,1,0,0,81664.24,1
101277,730,Germany,Female,64,0,205384.97,1,1,1,73277.08,1
101278,809,Germany,Female,31,5,161422.67,2,0,0,193339.51,1
101279,356,Germany,Female,36,8,100604.62,1,1,0,156674.95,0
101280,378,Spain,Male,48,4,117977.28,3,0,0,13837.23,0
101281,382,Spain,Female,26,10,179181.2,1,0,1,191908.94,0
101282,428,Spain,Female,53,9,219076.51,2,0,1,157333.53,0
101283,808,Germany,Female,70,1,68054.7,3,1,1,38343.2,0
101284,887,Spain,Male,56,4,85519.2,1,0,0,24504.24,1
101285,831,France,Female,71,0,232684.85,2,1,0,68556.88,1
101286,779,Spain,Male,43,8,144627.95,4,1,0,128594.49,0
101287,634,Spain,Male,25,9,44740.45,4,1,1,127143.87,0
101288,865,Spain,Female,41,9,165923.78,3,1,1,62411.52,0
101289,448,Spain,Male,25,8,247690.54,3,1,0,94678.25,1
101290,746,Spain,Male,36,5,205863.39,3,0,0,50259.13,1
101291,838,France,Male,64,10,186435.28,1,1,1,19609.95,1
101292,388,France,Female,65,8,52011.66,3,1,0,108224.39,1
101293,620,Spain,Male,47,2,219034.95,1,0,0,75928.32,1
101294,506,Germany,Female,75,3,131447.21,2,0,0,113147.66,1
101295,424,Spain,Female,39,5,222322.51,1,1,1,189836.39,1
101296,479,Spain,Female,72,3,82456.96,1,1,1,37240.36,0
101297,433,Spain,Male,26,0,15512.76,2,1,1,10372.78,0
101298,371,Germany,Female,75,6,118993.99,4,0,1,24606.86,0
101299,808,Germany,Male,75,4,67459.4,1,1,1,97914.58,0
101300,888,Germany,Male,79,7,178807.32,1,1,1,144317.09,1
101301,731,France,Male,61,8,239276.64,2,0,1,120345.08,0
101302,789,Germany,Male,65,4,172743.54,3,0,1,104029.98,1
101303,370,France,Female,21,7,221733.48,2,0,1,77252.99,0
101304,652,France,Female,54,0,113256.0,4,1,0,68895.09,1
101305,433,Germany,Male,25,0,192910.18,3,1,0,81494.37,1
101306,802,Germany,Female,18,6,210760.86,4,1,0,126210.64,1
101307,736,Germany,Female,45,5,177718.91,1,0,0,41873.25,1
101308,856,France,Female,23,4,126944.32,4,0,1,156558.8,0
101309,606,Spain,Male,64,4,156466.53,4,1,0,119298.12,1
101310,876,Germany,Female,53,8,175126.75,2,0,0,61139.71,1
101311,511,Germany,Male,70,0,63271.1,3,0,0,105219.06,1
101312,512,Germany,Female,28,7,202394.82,1,0,1,192927.95,0
101313,873,France,Male,22,1,237581.13,1,0,0,13893.39,1
101314,620,France,Male,67,6,116309.83,1,1,0,47909.3,1
101315,841,Spain,Male,41,5,175266.8,3,1,0,95192.25,1
101316,557,Germany,Female,64,9,184256.48,3,0,1,131303.55,0
101317,888,France,Male,35,1,165561.89,4,0,0,50323.37,1
101318,409,Spain,Female,37,2,136778.78,4,0,1,186966.75,0
101319,779,Germany,Male,45,3,220411.99,3,0,1,132088.68,0
101320,658,France,Female,30,6,112231.68,1,0,0,176712.07,0
101321,869,Germany,Male,22,7,15275.74,3,1,1,72570.41,0
101322,376,Germany,Female,47,10,211139.09,2,0,1,167501.25,0
101323,548,France,Male,18,1,168495.32,3,1,0,81861.65,1
101324,736,France,Male,39,7,212314.66,3,1,1,58022.84,0
101325,698,France,Male,35,10,34636.86,1,0,0,183214.51,1
101326,885,Germany,Female,63,8,7688.24,4,1,0,27521.51,1
101327,727,Germany,Male,22,6,233593.64,2,0,0,189148.87,1
101328,876,Spain,Male,48,0,36932.08,2,0,1,97117.89,0
101329,502,Germany,Male,23,5,202413.08,2,0,0,198598.84,1
101330,555,France,Male,44,7,205802.49,3,1,0,112522.98,1
101331,804,Germany,Female,73,4,177176.3,1,1,0,153922.75,1
101332,622,Spain,Male,42,1,32815.55,3,1,1,11343.49,0
101333,585,Spain,Male,46,4,166849.66,4,0,0,104366.7,1
101334,870,France,Female,45,7,222271.65,1,1,1,150116.16,0
101335,850,France,Female,33,1,106382.91,2,1,1,158737.13,0
101336,466,Spain,Female,71,0,103379.21,3,1,0,40029.23,1
101337,735,Spain,Male,70,3,110714.58,1,0,1,89604.48,1
101338,693,Spain,Female,29,3,20567.97,3,1,0,89623.67,0
101339,744,France,Female,37,8,223006.39,1,0,1,29691.75,0
101340,413,Spain,Female,35,2,217295.72,2,1,0,94178.65,1
101341,421,Spain,Male,51,3,249477.33,4,1,0,163347.66,1
101342,623,France,Male,72,2,146295.79,4,1,1,67034.34,0
101343,669,Germany,Male,70,1,187797.91,3,0,0,92189.16,1
101344,687,Germany,Female,40,3,50667.98,2,0,0,192582.15,0
101345,715,Spain,Male,62,7,166882.2,3,1,1,16024.53,1
101346,844,Germany,Female,44,0,162433.21,3,1,1,122389.14,0
101347,515,Germany,Female,66,7,225302.18,1,0,1,151252.86,1
101348,893,Germany,Female,34,7,207698.18,1,0,1,154567.66,1
101349,360,Germany,Male,65,2,234616.62,1,1,1,146028.22,1
101350,650,Spain,Female,38,9,217208.37,2,1,0,148025.77,1
101351,451,Germany,Female,67,9,217173.47,2,0,0,21212.41,1
101352,774,Germany,Male,57,5,15930.83,3,1,0,111485.96,1
101353,741,France,Female,79,3,211490.49,1,0,1,158764.12,1
101354,563,Spain,Female,48,0,151869.6,2,1,1,27872.36,0
101355,437,France,Female,20,0,95111.11,3,1,0,12289.49,0
101356,750,France,Male,34,4,14128.66,2,1,1,164766.75,0
101357,395,Spain,Female,78,7,169418.44,3,1,0,145335.93,1
101358,812,Germany,Male,67,0,82050.44,4,0,0,88319.22,1
101359,659,France,Male,75,1,116944.07,1,1,1,188675.32,0
101360,435,Spain,Female,43,6,170432.11,4,1,1,155653.64,0
101361,441,Germany,Female,40,7,227943.64,3,1,1,193893.58,0
101362,591,Spain,Female,23,2,206359.23,3,1,1,186569.9,0
101363,351,France,Female,45,10,112649.28,1,1,1,101445.78,0
101364,574,Germany,Male,25,7,96945.79,1,1,1,153394.71,0
101365,465,Germany,Male,72,0,59944.93,3,0,0,137146.36,1
101366,452,Spain,Female,79,8,93106.69,2,1,1,164174.59,0
101367,543,Germany,Male,75,1,27761.6,1,0,0,159660.8,1
101368,515,France,Female,62,1,242776.38,3,0,0,39114.07,1
101369,439,France,Female,25,3,143479.36,1,0,0,54409.75,1
101370,471,France,Female,36,9,31951.46,1,0,1,60489.0,0
101371,492,Spain,Female,55,2,88201.5,4,1,0,165514.73,1
101372,455,Germany,Male,46,3,136759.79,4,1,1,164040.92,0
101373,777,Germany,Male,40,5,133221.41,2,1,1,104113.72,0
101374,654,Germany,Female,64,6,8875.84,1,0,1,120358.13,0
101375,666,France,Female,49,4,237710.26,3,1,1,167115.21,0
101376,358,Germany,Male,27,1,68843.92,3,0,1,69392.78,0
101377,422,France,Male,44,2,4046.17,1,0,0,19533.97,1
101378,708,Germany,Male,66,9,19111.0,1,1,1,101693.32,0
101379,572,France,Female,18,10,145048.73,2,0,0,183606.26,0
101380,765,Germany,Male,56,2,34446.38,2,0,1,160188.97,0
101381,719,Spain,Female,46,4,10431.2,2,0,1,79657.29,0
101382,613,Spain,Female,76,10,94906.62,3,0,1,22306.56,0
101383,667,France,Male,62,4,155690.3,4,1,0,131014.71,1
101384,433,France,Female,20,3,27959.95,2,0,0,168553.25,0
101385,667,Germany,Male,68,7,78331.96,3,0,0,136340.23,1
101386,460,Germany,Female,64,5,104440.17,2,0,0,90764.19,1
101387,600,Spain,Female,54,5,39865.02,3,1,1,33437.19,0
101388,732,Germany,Female,48,0,126518.47,1,1,1,183047.11,0
101389,356,France,Female,28,5,21303.52,3,0,0,62432.08,0
101390,808,France,Female,39,2,11629.62,1,1,0,52614.54,1
101391,433,France,Female,35,5,129958.84,3,1,0,165035.57,0
101392,557,France,Male,52,9,61974.24,4,1,0,196431.79,1
101393,739,France,Male,23,10,23843.45,3,1,1,135430.45,0
101394,663,Spain,Female,20,5,105978.15,1,0,1,128713.99,0
101395,371,Spain,Male,79,1,228785.18,4,0,1,70691.87,0
101396,759,France,Female,22,0,181048.11,3,1,0,13878.56,1
101397,864,Germany,Male,26,10,203903.98,3,1,0,46441.59,1
101398,476,France,Male,45,2,217978.5,2,1,1,121041.78,0
101399,363,Spain,Female,36,4,243156.94,4,1,0,38750.13,1
101400,361,France,Male,45,3,190811.64,1,1,0,177928.8,1
101401,436,Spain,Female,44,6,152101.98,4,1,0,45747.49,1
101402,873,Spain,Male,30,3,91356.47,1,1,1,109199.85,0
101403,886,France,Female,78,7,45410.81,2,0,0,107282.52,1
101404,650,France,Male,55,6,171664.97,2,0,1,124749.67,0
101405,592,Germany,Female,60,9,248737.5,1,1,0,72212.47,1
101406,471,Spain,Male,70,8,116839.67,1,1,0,175971.5,1
101407,496,Germany,Female,38,0,180919.84,1,0,1,94417.29,1
101408,705,France,Male,44,4,123773.11,2,0,1,143029.18,0
101409,658,Spain,Female,79,3,107983.36,4,1,1,130823.06,0
101410,637,Germany,Male,63,5,102576.4,2,0,1,32259.66,0
101411,656,Germany,Female,23,0,126156.17,3,0,0,128301.48,0
